(793 % 8388608,1 % 2)
(19394013048172588747350560033788093955278890973624001145882619508545906269901 % 281673827072910960059576908392536055319236547595776398664010948292838967803945354,1526 % 3053)
(19657755144873562071086574379400175320121984608848632759850424138410617249889 % 285948571281290061006466015351430913161564437789099718112229259753227233886718750,1527 % 3055)
(19924879891986014086337284875202238954241283463117350674096671829011153886961 % 290285328458669156980363639684369528680289414978975057731393550796526574319812386,1528 % 3057)
(20195427967661866213226581561214253595634083567786818197693225506860186284281 % 294684956759831981442858240495381756423688343266823596843152798195250619687231158,1529 % 3059)
(20469440505102009742056896303502065279684675773335650125012857412318281294421 % 299148325642041481127316901066439234620239428013726280267099111689046205774394362,1530 % 3061)
(20746959097237674428712983294722470015420052114597918889838954634844281645681 % 303676316006365105668990334216701878157463001537550232955110831969415094441057294,1531 % 3063)
(21028025801455284154211567457094035526331214046846800218351520264855485150329 % 308269820340673111390518506853046393609517451214732023258466195988655090332031250,1532 % 3065)
(21312683144365152310866584219149134808331880604600888858939343270036091405001 % 312929742864328571881474220831035030386160802537019250972484368308466303601753126,1533 % 3067)
(21600974126614371884556070628033643785441850701532160144036948414919597776861 % 317656999674587984449575570876862418868708623991500921930296548230415934513747818,1534 % 3069)
(21892942227744257518541354240463594088425829187780490361918194040354057943041 % 322452518894731559894257771735477836161164140685434378021231237245860104017946622,1535 % 3071)
(22188631411092699169157864812762280626101907259509177650890898274556036828161 % 327317240823942483378181391349462312831197649762298107479610145928156655932024834,1536 % 3073)
(22488086128741789297424054428718132688600463131430962789344102477607083986969 % 332252118088954636466879884121541067761865280450308546278392896056175231933593750,1537 % 3075)
(22791351326511087883153472280991667607615780956625269869351868093273987306341 % 337258115797488474689179371298130970518696538734987422078429574581870774924514266,1538 % 3077)
(23098472448996891899456426676516744049694929300430031365339097030003022010641 % 342336211693494961259476489470858144133705675047913873579061550496998609541527278,1539 % 3079)
(23409495444657878245531792412360051604178414466251664801086586677000647405961 % 347487396314227665915809397470327637449750995788959310338630935876736944696964082,1540 % 3081)
(23724466770947491504324767049667966108376898974398474536084019600224104900841 % 352712673149163348183432435641362551231400879951382093603162445967192793126099974,1541 % 3083)
(24043433399493450268909571830387973438927672566655786680236297532576872835309 % 358013058800791556790993597948401182216473886915303287784684512925148010253906250,1542 % 3085)
(24366442821324748167292484607785160501253704167057646131561990228402324184481 % 363389583147293991464261657262304859194039213472264626931125521737983868110147806,1543 % 3087)
(24693543052146528109663840196457201144818542492729567400097385178464479183121 % 368843289507134589919662092671730800942375163850198701194749586622672966455821538,1544 % 3089)
(25024782637663210684899778083933363627395030416216109314507414957779112762681 % 374375234805581521595824635302831222100606168509680934812476705088673419892698742,1545 % 3091)
(25360210658950260044265960123951033764197442031646339103459392902531216047221 % 379986489743182490515249381825696759541510660308890522115184794911867035177334714,1546 % 3093)
(25699876737874973029744963071841007510677579475727584286115576335774050620849 % 385678138966214972679555772784663213774958791384718582580987192606925964355468750,1547 % 3095)
(26043831042566679732133631840865568343443421985594229581924378104236299232921 % 391451281239133238590246968670222272925690718675160224715054335291010624235905746,1548 % 3097)
(26392124292936746099971713958108495164014183153160051572989999438395579841801 % 397307029619034238872325162345458531763383096408901448282643969644175803859482598,1549 % 3099)
(26744807766248771664402211839240416503547831456176162259889705544874275592701 % 403246511632164660580422530067037124475502699718592629549027568218915195584802602,1550 % 3101)
(27101933302739377897158965642482380850813144165622843102352211504424929300801 % 409270869452491693606528044494686673990622123947040421374016451236374607008581054,1551 % 3103)
(27463553311289985178958121678265799111313109489841973046528084369840965869089 % 415381260082360280705222577912099411465493188402552078536361586117744445800781250,1552 % 3105)
(27829720775149978823565660219543429428910172685720983883269708624466820995161 % 421578855535259861027085389447051535267146271629633047888228642504709640458240086,1553 % 3107)
(28200489257711667078649543813144699499241095925628112889034264754266745634181 % 427864843020723855724278778156355079470924902992534963060140026457118290368962458,1554 % 3109)
(28575912908337436508126952149529228770076437265378748022618456077599153725521 % 434240425131385385185103084234238265074876641383067443383249786122461587307327662,1555 % 3111)
(28956046468239512652007275288308280049822269099129991665264916081226604295081 % 440706820032212950787565504014473497386216544410251657785947427092162029415490994,1556 % 3113)
(29340945276412736358630936358612181423346056554392579204898057549820791455529 % 447265261651950059756924364976910084580864230086877876839115399527549743652343750,1557 % 3115)
(29730665275620768690631685983620056021280988895093749855085627684271596114701 % 453916999876783019790134814350426825723856967022391747281783468948605999396802826,1558 % 3117)
(30125263018436139819822792742474048761493913033955980075484743131340765057761 % 460663300746261380592691136391649994447155470902999630183441303713463692430313118,1559 % 3119)
(30524795673334559847440622230916495959516439819011762607547056835967078990641 % 467505446651495752382274945596413148792396260862932780294383221318340621884725922,1560 % 3121)
(30929321030843912014685538072362584420371239984046963075672990523867938013561 % 474444736535657986770799513519559380907504928510710366571132778325970181410516534,1561 % 3123)
(31338897509748351304190943764372569931742817243413626995688626611446589355669 % 481482486096808963263994485646231829634525412053847048809984698891639709472656250,1562 % 3125)
(31753584163347933975835647050803937667800467693034836138047736443258331085041 % 488620027993079484937893466138271308376503320732557715117404546531357806678445966,1563 % 3127)
(32173440685774206130099535679929319398699862256526530614420647589099209210041 % 495858712050230049686947282364107347753665290348856818216003921273827050455186578,1564 % 3129)
(32598527418362181948852680581235453829440068559492857761692557538204919967561 % 503199905471615528811654175636871256574826293191672164997219684771706022847849382,1565 % 3131)
(33028905356079144826966187577711892642413566014374521847300537026817191539741 % 510644993050581052647430236907610515939439748743074785858005257150603466406909674,1566 % 3133)
(33464636154010707178340015395957216467440368231199119149619848179819390395009 % 518195377385315673453985665588743365071183742095853517211068999361991882324218750,1567 % 3135)
(33905782133904567276757008543184808531776176037005250336617782865031573999681 % 525852479096190648908963910056784880239412863969793047205052567516550338241221506,1568 % 3137)
(34352406290772404075289803085964543207947947219253933193495292687749732538521 % 533617737045609465304474451095198371906841676725665248127949391442612820876834838,1569 % 3139)
(34804572299550353537702070570156779115030330673803545030936587642691334735781 % 541492608560396997954034377013723867696844832999865132269872356744075753129950042,1570 % 3141)
(35262344521818512611289536345173369196401255893497400160952948229725731807121 % 549478569656755487404154398893820884742431811641984920084097995658198795842722414,1571 % 3143)
(35725788012579919572788828629089602677217087731351152366050731772671413999049 % 557577115267815293833385473500081628106535557016069146691417355275154113769531250,1572 % 3145)
(36194968527099462087230660035195648780305197574336449012738473303232221302121 % 565789759473808678536306651955113060382189840401777465675479584261062326998381446,1573 % 3147)
(36669952527803166933812952873959823184305218538266970745978224665484783590701 % 574118035734895150655108607366523635446881372804397557339169649207352805726109898,1574 % 3149)
(37150807191238327972901766216064678712245957068703182729892573942554478624801 % 582563497126667209361739055091780484694996165574506769689963538255722244642679902,1575 % 3151)
(37637600415094931554013344347223106019187473853780939289157508700594013349201 % 591127716578365606533859151615272802092636947200258292072980788734916775844806754,1576 % 3153)
